,Muestra,DOMINIO,categoria,proporcion,cv,sd,ic_inf,ic_sup,deff,n,tm,cant_upms
0,0,AMCM,tv_rest,0.4480824307216043,0.01885316855579475,0.00844777359328463,0.43152479447876646,0.46464006696444216,1.6706759787357595,5740,1924,667
1,0,AMCM,NSE_1,0.262372397599794,0.03006841907076138,0.007889123203631034,0.2469097161206772,0.27783507907891086,1.9827474735278356,5740,1924,667
2,0,AMCM,NSE_2,0.19559691487524417,0.030807327290466226,0.006025818173567109,0.18378631125505263,0.2074075184954357,1.3202671050682486,5740,1924,667
3,0,AMCM,NSE_3,0.3412928889140647,0.02233330203727102,0.007622197171290593,0.3263533824583351,0.35623239536979423,1.4624826923942695,5740,1924,667
4,0,AMCM,NSE_4,0.20073779861089722,0.03140718893196572,0.006304609966759335,0.18838076307604892,0.2130948341457455,1.353893910655254,5740,1924,667
5,0,AMCM,sky,0.06368829846266598,0.06539979555242217,0.004165201698539999,0.05552450313352758,0.07185209379180438,1.7454046796697478,5740,1924,667
6,0,AMCM,dish,0.03284815371557173,0.09002910601741589,0.002957289913335581,0.027051865485433993,0.03864444194570947,1.619297200689409,5740,1924,667
7,0,AMCM,cable,0.35643613336621,0.023798743255226063,0.008482732024867948,0.3398099785974688,0.3730622881349512,1.834820307357246,5740,1924,667
8,0,GDL,tv_rest,0.486314081297645,0.032640358763276235,0.015873466085188217,0.45520208777067606,0.5174260748246139,1.427247276184362,1414,1924,167
9,0,GDL,NSE_1,0.3117226131483184,0.04785040646343492,0.014916053742991117,0.2824871478120558,0.340958078484581,1.5569491970436065,1414,1924,167
10,0,GDL,NSE_2,0.19255332730119606,0.061664167123192434,0.011873640554827727,0.1692809918137337,0.21582566278865842,1.2701639840512002,1414,1924,167
11,0,GDL,NSE_3,0.32687578524426286,0.043367653195400944,0.01417583569244755,0.29909114728706565,0.3546604232014601,1.250028671022737,1414,1924,167
12,0,GDL,NSE_4,0.16884827430622265,0.0702006974591896,0.011853266621077392,0.14561587172891097,0.19208067688353433,1.3881578520947084,1414,1924,167
13,0,GDL,sky,0.05330698486776043,0.15315316461258682,0.008164133428452788,0.03730528334799296,0.06930868638752789,1.951994179943687,1414,1924,167
14,0,GDL,dish,0.012848747390790456,0.24051811892778985,0.0030903565530112686,0.00679164854688837,0.018905846234692544,1.0754806438632536,1414,1924,167
15,0,GDL,cable,0.4230340521495495,0.03868016152998371,0.016363025469828124,0.3909625222286863,0.45510558207041263,1.548633316489824,1414,1924,167
16,0,MTY,tv_rest,0.4871859687816334,0.03678544111756621,0.017921350767921226,0.4520601212765078,0.522311816286759,1.8426119036097215,1428,1924,167
17,0,MTY,NSE_1,0.3067193236685949,0.051392642088391026,0.01576311642289346,0.2758236154797237,0.33761503185746605,1.8094748972315522,1428,1924,167
18,0,MTY,NSE_2,0.19444179541302167,0.06871073482250856,0.013360238643036593,0.16825572767266994,0.2206278631533734,1.6499366159538202,1428,1924,167
19,0,MTY,NSE_3,0.3611094133067039,0.046690404713349204,0.016860344653090092,0.3280631377866473,0.39415568882676044,1.730390310026914,1428,1924,167
20,0,MTY,NSE_4,0.1377294676116794,0.07071717017562225,0.009739838199292984,0.11863938474106514,0.15681955048229365,0.9896161202211743,1428,1924,167
21,0,MTY,sky,0.057840384989981446,0.13354361851367644,0.007724214307786259,0.04270092494672038,0.07297984503324251,1.5577283121063084,1428,1924,167
22,0,MTY,dish,0.029229768842157017,0.17889421111500606,0.005229036438091664,0.018980857423497356,0.039478680260816676,1.3381616148803104,1428,1924,167
23,0,MTY,cable,0.40244405214430007,0.04273481742745558,0.017198373093152076,0.368735240881722,0.43615286340687814,1.7864751243025392,1428,1924,167
24,0,PROV,tv_rest,0.4901057902403534,0.01574801105059018,0.007718191400663318,0.47497813509505327,0.5052334453856535,1.8277595049462767,7641,1924,923
25,0,PROV,NSE_1,0.31326416660910666,0.02309820403105574,0.007235839635955784,0.2990819209226333,0.32744641229558,1.990906114907055,7641,1924,923
26,0,PROV,NSE_2,0.19066136921680904,0.028042028226746816,0.005346531497327956,0.18018216748204624,0.20114057095157184,1.4025966053912302,7641,1924,923
27,0,PROV,NSE_3,0.3166440567797434,0.02084582573320355,0.00660070682708514,0.30370667139865654,0.32958144216083024,1.5046974178740695,7641,1924,923
28,0,PROV,NSE_4,0.1794304073943408,0.02990453000977153,0.005365782002589596,0.16891347466926518,0.1899473401194164,1.3920414288972485,7641,1924,923
29,0,PROV,sky,0.059183930692773855,0.058288361774594184,0.003449734363462911,0.05242245134038655,0.06594541004516116,1.6734324500142914,7641,1924,923
30,0,PROV,dish,0.021123414258315522,0.09903418764429063,0.0020919401713461036,0.01702321152247716,0.025223616994153885,1.8099079140873804,7641,1924,923
31,0,PROV,cable,0.41204507207220586,0.019227094947054914,0.007922429723198387,0.39651710981473703,0.4275730343296747,2.0030977083695873,7641,1924,923
32,0,28 CDS,tv_rest,0.47496579904714276,0.010889239400637596,0.005172016292939466,0.4648286471129814,0.4851029509813041,1.748861346385149,16223,1924,1924
33,0,28 CDS,NSE_1,0.29493189159543726,0.01633665450413757,0.0048182004152464136,0.2854882187815543,0.30437556440932023,1.9445875332054106,16223,1924,1924
34,0,28 CDS,NSE_2,0.19284379019852071,0.01894957843408456,0.003654308527893016,0.1856813454838504,0.20000623491319103,1.3844354163859336,16223,1924,1924
35,0,28 CDS,NSE_3,0.32972741817092305,0.013795918225645727,0.0045488924978393476,0.3208115888751579,0.33864324746668817,1.488313799117779,16223,1924,1924
36,0,28 CDS,NSE_4,0.18249690003511906,0.01994696794142481,0.0036402598144099282,0.1753619907988756,0.18963180927136253,1.353431491065518,16223,1924,1924
37,0,28 CDS,sky,0.06015039066156365,0.039975040007145905,0.0024045142731414625,0.05543754268620638,0.06486323863692092,1.7112865205168686,16223,1924,1924
38,0,28 CDS,dish,0.025180487733172545,0.060810088073961245,0.0015312276767995231,0.02217928148664548,0.02818169397969961,1.6266930969346827,16223,1924,1924
39,0,28 CDS,cable,0.39285775967832137,0.013355894158451604,0.005246966657590077,0.3825737050294448,0.4031418143271979,1.8975480648277636,16223,1924,1924
40,1,AMCM,tv_rest,0.45371785321741165,0.02141372078175637,0.009715787422495573,0.43467490986932034,0.47276079656550296,1.6497700664000674,4293,1522,499
41,1,AMCM,NSE_1,0.27012766114491243,0.03384512892410556,0.00914250551741666,0.25220835033077577,0.2880469719590491,1.9720439697050192,4293,1522,499
42,1,AMCM,NSE_2,0.18885772945746365,0.03536456802340618,0.006678872020144514,0.1757671402979804,0.2019483186169469,1.2222583653295769,4293,1522,499
43,1,AMCM,NSE_3,0.3354112917994739,0.026205598682589957,0.008789653706506088,0.31818357053472196,0.3526390130642258,1.462571342004191,4293,1522,499
44,1,AMCM,NSE_4,0.20560331759814998,0.03502058740156686,0.0072003489539981215,0.19149063364831367,0.2197160015479863,1.308617249647522,4293,1522,499
45,1,AMCM,sky,0.06758423126107016,0.07077975691011433,0.004783595459615496,0.05820838416022379,0.07696007836191653,1.6455184383858092,4293,1522,499
46,1,AMCM,dish,0.03385749187937737,0.10100113309235277,0.003419645043482247,0.02715498759415217,0.040559996164602576,1.5817871111378368,4293,1522,499
47,1,AMCM,cable,0.3565477596641045,0.02727602837213892,0.009725206808620684,0.337486354319208,0.37560916500900104,1.8054008175348395,4293,1522,499
48,1,GDL,tv_rest,0.486314081297645,0.032640358763276235,0.015873466085188217,0.45520208777067606,0.5174260748246139,1.427247276184362,1414,1522,167
49,1,GDL,NSE_1,0.3117226131483184,0.04785040646343492,0.014916053742991117,0.2824871478120558,0.340958078484581,1.5569491970436065,1414,1522,167
50,1,GDL,NSE_2,0.19255332730119606,0.061664167123192434,0.011873640554827727,0.1692809918137337,0.21582566278865842,1.2701639840512002,1414,1522,167
51,1,GDL,NSE_3,0.32687578524426286,0.043367653195400944,0.01417583569244755,0.29909114728706565,0.3546604232014601,1.250028671022737,1414,1522,167
52,1,GDL,NSE_4,0.16884827430622265,0.0702006974591896,0.011853266621077392,0.14561587172891097,0.19208067688353433,1.3881578520947084,1414,1522,167
53,1,GDL,sky,0.05330698486776043,0.15315316461258682,0.008164133428452788,0.03730528334799296,0.06930868638752789,1.951994179943687,1414,1522,167
54,1,GDL,dish,0.012848747390790456,0.24051811892778985,0.0030903565530112686,0.00679164854688837,0.018905846234692544,1.0754806438632536,1414,1522,167
55,1,GDL,cable,0.4230340521495495,0.03868016152998371,0.016363025469828124,0.3909625222286863,0.45510558207041263,1.548633316489824,1414,1522,167
56,1,MTY,tv_rest,0.4871859687816334,0.03678544111756621,0.017921350767921226,0.4520601212765078,0.522311816286759,1.8426119036097215,1428,1522,167
57,1,MTY,NSE_1,0.3067193236685949,0.051392642088391026,0.01576311642289346,0.2758236154797237,0.33761503185746605,1.8094748972315522,1428,1522,167
58,1,MTY,NSE_2,0.19444179541302167,0.06871073482250856,0.013360238643036593,0.16825572767266994,0.2206278631533734,1.6499366159538202,1428,1522,167
59,1,MTY,NSE_3,0.3611094133067039,0.046690404713349204,0.016860344653090092,0.3280631377866473,0.39415568882676044,1.730390310026914,1428,1522,167
60,1,MTY,NSE_4,0.1377294676116794,0.07071717017562225,0.009739838199292984,0.11863938474106514,0.15681955048229365,0.9896161202211743,1428,1522,167
61,1,MTY,sky,0.057840384989981446,0.13354361851367644,0.007724214307786259,0.04270092494672038,0.07297984503324251,1.5577283121063084,1428,1522,167
62,1,MTY,dish,0.029229768842157017,0.17889421111500606,0.005229036438091664,0.018980857423497356,0.039478680260816676,1.3381616148803104,1428,1522,167
63,1,MTY,cable,0.40244405214430007,0.04273481742745558,0.017198373093152076,0.368735240881722,0.43615286340687814,1.7864751243025392,1428,1522,167
64,1,PROV,tv_rest,0.4898618213080365,0.018444114090573643,0.009035067320821625,0.4721530893592261,0.5075705532568469,1.884424804678347,5745,1522,689
65,1,PROV,NSE_1,0.3040463807931417,0.02698371357510116,0.008204300452868275,0.2879659519055199,0.32012680968076357,1.9534244654383028,5745,1522,689
66,1,PROV,NSE_2,0.19397301113547616,0.032357667047990715,0.006276514110617933,0.181671043478665,0.20627497879228732,1.4432371033264813,5745,1522,689
67,1,PROV,NSE_3,0.3199611295333677,0.023537250217584627,0.007531005165727881,0.30520035940854107,0.3347218996581943,1.4663216671527188,5745,1522,689
68,1,PROV,NSE_4,0.18201947853801437,0.034072662674961465,0.006201888292498152,0.16986377748471798,0.19417517959131075,1.3876676386694842,5745,1522,689
69,1,PROV,sky,0.05967073147263188,0.0671398697565528,0.00400628513935074,0.05181841259950443,0.06752305034575934,1.7142788180816775,5745,1522,689
